,LIMIT_BAL,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEF_PAY,SEX_1,SEX_2,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_0,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3
12163,50000,38,2,0,0,2,2,0,37501,34942,37502,34653,31352,29605,2000,3455,1007,8,2002,2029,1,1,0,0,0,1,0,0,1,0,0
12164,70000,40,2,2,2,0,0,0,69164,70938,69248,69366,48998,27863,3500,0,2109,1500,3769,0,1,1,0,0,1,0,0,0,0,1,0
12165,50000,41,0,0,0,0,0,0,51449,52260,40893,81308,41463,40045,1700,1679,1640,1449,1454,1466,1,1,0,0,1,0,0,0,0,0,1
12166,220000,35,1,2,0,0,2,2,190105,185836,187220,199542,202036,200956,0,6600,15200,7000,2000,15000,1,1,0,1,0,0,0,0,0,1,0
12167,30000,35,0,2,2,0,0,0,780,390,0,780,0,0,0,0,780,0,0,0,1,1,0,0,1,0,0,0,0,1,0
12168,50000,44,2,2,0,0,3,2,127510,123969,128267,139912,136604,134705,0,6300,15300,0,0,9500,1,1,0,0,1,0,0,0,1,0,0
12169,80000,39,2,0,0,0,0,0,59999,61205,62620,63870,64114,65932,2800,3000,2901,2500,3000,5202,1,1,0,0,1,0,0,0,1,0,0
12170,40000,35,1,2,2,2,2,3,11074,10600,20406,20774,22132,21497,0,10000,1000,2000,0,0,1,1,0,1,0,0,0,0,0,1,0
12171,200000,42,0,0,0,0,0,0,161514,163340,168701,172074,173907,184067,6000,8000,8000,6500,13500,0,1,1,0,1,0,0,0,0,0,1,0
12172,120000,44,1,2,2,2,2,2,75294,76465,74675,79629,77748,82497,3000,0,6200,0,6000,0,1,1,0,1,0,0,0,0,1,0,0
12173,80000,35,1,0,2,0,0,0,0,4117,3370,5018,950,-3827,4117,0,5018,0,0,7654,1,1,0,1,0,0,0,0,0,1,0
12174,240000,46,1,2,0,0,0,0,102318,94453,5411,8513,4626,5329,468,5784,8548,4630,5334,27898,1,1,0,1,0,0,0,0,0,1,0
12175,240000,43,0,0,0,0,0,0,223151,226688,230690,213633,176135,179027,7766,8300,7200,6200,6550,6107,1,1,0,1,0,0,0,0,1,0,0
12176,60000,31,0,0,0,0,0,0,22219,140,0,0,0,0,140,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
12177,50000,31,0,0,0,0,0,0,1473,390,390,390,0,780,390,390,390,0,780,0,1,1,0,0,0,1,0,0,1,0,0
12178,120000,37,2,2,0,0,0,0,45902,44868,45943,46976,47891,51036,0,2100,2100,2000,4100,3000,1,1,0,0,1,0,0,0,1,0,0
12179,20000,36,2,2,2,0,0,0,9735,12564,12077,12779,13033,13308,3000,0,1212,466,485,900,1,1,0,0,1,0,0,0,1,0,0
12180,350000,30,2,2,0,2,0,0,832,0,1844,1248,832,416,0,1844,0,0,0,832,1,1,0,1,0,0,0,0,0,1,0
12181,120000,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
12182,50000,35,0,0,0,0,0,0,49986,46720,48166,49167,26032,26235,23800,2200,2150,1000,1000,1000,1,1,0,0,1,0,0,0,0,1,0
12183,210000,47,0,0,0,0,0,0,-163,-163,-163,-65167,-168,2999,0,0,5530,84332,21500,30000,1,1,0,0,1,0,0,0,0,1,0
12184,330000,38,0,0,0,0,0,0,179935,177959,175259,153562,157072,158516,8000,6000,5600,6000,6000,6000,1,1,0,0,1,0,0,0,1,0,0
12185,100000,41,0,0,0,0,0,0,91,949,3079,6427,6558,0,957,3079,6427,131,0,0,1,1,0,0,1,0,0,0,1,0,0
12186,90000,35,0,0,3,2,0,0,941,3008,1882,941,266,-675,3008,200,0,266,0,3264,1,1,0,0,1,0,0,0,0,1,0
12187,170000,37,0,0,0,0,0,0,187146,175347,181490,169608,163255,168395,6500,9000,7000,3500,7000,5000,1,1,0,1,0,0,0,0,1,0,0
12188,70000,36,2,2,2,2,2,2,30809,30015,32928,32100,34557,35357,0,3400,0,3000,1500,1500,1,1,0,0,1,0,0,0,1,0,0
12189,410000,46,2,2,2,2,2,0,71532,73643,72083,76603,74964,76370,3700,0,6147,0,2577,2747,1,1,0,0,1,0,0,0,1,0,0
12190,20000,30,0,0,3,2,0,0,323,24910,22469,21780,20363,20199,26703,0,0,1000,800,1000,1,1,0,1,0,0,0,0,0,1,0
12191,110000,42,0,0,0,0,0,0,108227,107529,108483,73177,51043,60581,4200,4306,1662,1170,60604,5000,1,1,0,0,1,0,0,0,1,0,0
12192,90000,32,2,0,0,0,0,0,63632,131132,66940,68332,70169,66709,3000,2431,2506,3000,2950,4000,1,1,0,1,0,0,0,0,0,1,0
12193,210000,32,0,0,0,0,0,0,137264,102545,94692,70484,36308,33201,3664,3900,2868,3000,2000,2000,1,1,0,0,1,0,0,0,0,1,0
12194,400000,33,0,0,2,0,0,0,2487,4708,2192,11111,5675,5071,4009,6,10248,4721,4114,1855,1,1,0,0,0,1,0,0,1,0,0
12195,110000,33,0,0,0,0,0,0,47460,51200,-200,-200,-200,-200,5000,0,0,0,0,1000,1,1,0,1,0,0,0,0,1,0,0
12196,110000,34,1,2,3,2,0,0,53524,58646,57156,54984,57437,59204,6600,0,0,4000,3500,2200,1,1,0,0,1,0,0,0,1,0,0
12197,200000,47,0,0,0,0,0,0,202967,203188,198576,186981,137486,140473,7208,7282,5835,5000,5500,4954,1,1,0,1,0,0,0,0,0,0,1
12198,200000,36,0,0,0,0,0,0,175353,150969,153856,156401,159300,160571,25001,5701,5576,6009,5811,6156,1,1,0,0,1,0,0,0,0,1,0
12199,50000,44,1,2,0,0,0,0,15323,14780,15889,16650,18535,18924,0,1354,1115,2000,520,600,1,1,0,0,1,0,0,0,0,1,0
12200,450000,37,1,2,0,0,0,0,387192,379442,387398,395655,403568,418182,0,14062,14700,14500,21077,12575,1,1,0,1,0,0,0,0,1,0,0
12201,210000,40,2,2,2,2,2,0,151258,141669,134301,124218,110114,101559,5000,7000,4200,0,4000,6500,1,1,0,1,0,0,0,0,1,0,0
12202,150000,40,0,0,0,0,0,0,133013,123548,94995,52874,64269,73351,4159,4221,3094,30454,100049,5098,1,1,0,1,0,0,0,0,1,0,0
12203,30000,30,0,0,0,0,0,0,30210,27826,28672,29622,30271,24536,28000,1600,1500,1000,1000,1000,1,1,0,0,1,0,0,0,0,1,0
12204,60000,30,0,0,0,0,0,0,4419,5683,6733,7662,8529,9884,1500,1300,1200,1000,1500,800,1,1,0,0,1,0,0,0,0,1,0
12205,120000,48,2,0,0,0,0,0,360,360,360,360,150,870,360,360,360,150,870,510,1,1,0,1,0,0,0,0,1,0,0
12206,160000,37,2,2,2,2,0,0,63043,67460,68554,66841,74763,87692,6079,3064,0,10000,15000,0,1,1,0,1,0,0,0,0,0,1,0
12207,100000,37,2,2,0,0,2,2,38604,37688,38780,43592,44117,45165,0,2000,5800,1540,1900,1700,1,1,0,1,0,0,0,0,0,1,0
12208,80000,36,2,2,2,0,0,0,48751,49853,48781,50170,51237,52360,2200,0,2500,2500,2100,2000,1,1,0,0,1,0,0,0,0,1,0
12209,10000,36,1,2,3,2,0,0,8803,10926,10425,9919,9825,10581,2620,0,0,400,1100,0,1,1,0,1,0,0,0,0,0,1,0
12210,500000,31,1,0,0,0,0,0,0,0,0,0,881,881,0,0,0,881,0,0,1,1,0,1,0,0,0,0,1,0,0
12211,50000,43,0,0,0,0,0,0,46594,47585,48887,49097,17203,17562,1768,2070,1280,616,636,640,1,1,0,0,1,0,0,0,0,1,0
12212,80000,47,2,2,2,0,0,2,68250,73424,71691,72507,76841,74336,6325,0,2612,5520,0,2998,1,1,0,0,1,0,0,0,1,0,0
12213,30000,37,0,0,0,0,0,0,31404,32302,27951,28475,29085,26810,1500,1476,1000,31000,1000,995,1,1,0,0,1,0,0,0,0,1,0
12214,260000,35,0,0,0,0,0,0,493411,400108,297313,276948,2378,-2709,12325,6633,6889,1025,2047,194102,1,1,0,0,1,0,0,0,0,1,0
12215,30000,50,2,2,0,0,0,0,53237,46868,42397,38569,33570,19895,0,1800,2200,1400,2000,30000,1,1,0,0,0,1,0,0,0,1,0
12216,230000,50,1,2,0,0,0,0,23674,23027,24185,25238,29803,34312,0,2000,1435,5000,5000,6000,1,1,0,0,1,0,0,0,0,1,0
12217,20000,53,0,0,0,0,0,0,17053,18952,15732,17330,17150,18150,2219,2000,2000,1000,1000,0,1,1,0,0,1,0,0,0,0,1,0
12218,140000,50,0,2,0,0,0,0,780,780,390,0,780,390,0,390,0,780,390,0,1,1,0,1,0,0,0,0,0,1,0
12219,210000,50,0,0,0,0,0,0,4137,390,390,4962,0,780,390,390,4962,0,780,6668,1,1,0,0,0,1,0,0,1,0,0
12220,190000,50,2,2,2,2,2,2,36137,37143,38051,38827,39488,40208,1900,1800,1700,1600,1500,1600,1,1,0,1,0,0,0,0,1,0,0
12221,70000,55,2,2,2,2,2,2,20205,22856,22202,24326,23636,25350,3000,0,2500,0,2100,1100,1,1,0,0,0,1,0,0,1,0,0
12222,20000,55,0,0,0,0,0,0,16734,17748,18384,18976,18955,18983,1300,1314,1296,665,710,693,1,1,0,0,1,0,0,0,1,0,0
12223,10000,61,0,0,0,0,0,0,7700,8595,9273,9774,9973,9638,1293,1235,1000,199,193,197,1,1,0,0,0,1,0,0,0,1,0
12224,150000,52,2,2,2,2,2,0,131953,136386,140830,146050,142241,145559,8100,8100,9000,0,5578,5304,1,1,0,0,1,0,0,0,1,0,0
12225,360000,58,0,0,0,0,0,0,30155,10508,7575,3026,1133,3408,10541,7600,3049,1138,3414,24952,1,1,0,0,1,0,0,0,1,0,0
12226,100000,54,0,0,0,0,5,4,37082,46041,59526,72823,71105,69424,10000,15000,15000,0,0,0,1,1,0,0,0,1,0,0,1,0,0
12227,200000,61,0,0,0,0,0,0,3030,7277,6655,3455,0,1930,7007,6655,3455,0,1930,5450,1,1,0,0,0,1,0,0,0,1,0
12228,500000,55,3,2,2,2,2,2,4957,4957,4957,4957,4957,4957,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
12229,20000,49,0,0,0,0,0,0,18260,19080,18871,17700,390,1320,1621,1292,1166,390,1320,0,1,1,0,0,1,0,0,0,0,1,0
12230,360000,49,0,0,0,0,0,2,4698,-200,-200,0,5084,2500,0,0,200,5084,0,0,1,1,0,1,0,0,0,0,1,0,0
12231,20000,55,0,0,0,0,0,0,19978,18910,18962,19886,18978,17124,1594,1476,1400,380,342,672,1,1,0,0,0,1,0,0,0,1,0
12232,450000,61,0,0,0,0,0,0,156875,154853,152936,150996,149094,147297,11000,11000,11000,11000,11000,11000,1,1,0,1,0,0,0,0,1,0,0
12233,130000,48,2,0,0,0,0,0,121409,123106,125614,125451,84103,84436,6000,6592,4000,3000,3062,4000,1,1,0,0,1,0,0,0,1,0,0
12234,30000,52,0,0,0,0,0,0,14476,15297,8531,8020,-620,-620,1129,1152,1081,0,0,0,1,1,0,1,0,0,0,0,1,0,0
12235,50000,49,0,0,0,0,0,0,48321,48890,30272,31080,15315,15238,1839,1640,1901,526,537,577,1,1,0,0,1,0,0,0,1,0,0
12236,280000,60,0,2,2,0,0,0,495,109,-780,-1170,1473,558,4,390,0,3033,558,1320,1,1,0,1,0,0,0,0,1,0,0
12237,20000,53,0,0,0,0,0,0,13561,13050,390,18280,2880,1600,1105,390,18280,2880,1600,0,1,1,0,0,0,1,0,0,0,1,0
12238,50000,55,0,0,0,0,0,0,30900,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
12239,50000,54,2,2,2,2,0,0,49264,50310,50782,49335,50133,51071,2500,1900,0,1937,2224,2148,1,1,0,0,1,0,0,0,1,0,0
12240,50000,50,2,0,0,0,0,0,8917,10080,11106,12109,12206,13915,1468,1494,1497,594,2066,0,1,1,0,0,0,1,0,0,1,0,0
12241,360000,58,0,0,2,2,0,0,1,612,223,-166,-555,-944,1001,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0
12242,150000,54,0,0,0,0,0,0,4015,499,-948,-1580,316,316,501,632,0,1896,316,782,1,1,0,1,0,0,0,0,1,0,0
12243,160000,51,2,0,0,0,2,2,150,1380,1481,2623,2457,4912,1230,1331,2473,0,2500,0,1,1,0,1,0,0,0,0,1,0,0
12244,180000,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
12245,30000,56,1,7,6,5,4,3,30826,30384,29656,28914,28172,27444,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
12246,300000,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
12247,500000,54,2,2,2,0,0,0,518950,539418,519267,518741,516139,514975,39000,0,19000,19000,18000,15000,1,1,0,1,0,0,0,0,1,0,0
12248,50000,27,1,2,2,2,2,2,20293,21657,23012,23338,23658,23139,2000,2000,1000,1000,0,1500,1,0,1,0,1,0,0,0,1,0,0
12249,70000,26,2,2,2,0,0,0,71862,73594,71851,68539,49027,48969,3500,0,3100,1900,2000,1865,1,0,1,0,1,0,0,0,0,1,0
12250,30000,22,1,2,2,0,2,2,22623,3019,-341,1129,1470,339,10,0,1470,341,0,12324,1,0,1,0,1,0,0,0,0,1,0
12251,80000,29,2,2,2,2,2,2,41355,40395,43231,42236,44924,44072,0,3800,0,3400,0,3816,1,0,1,1,0,0,0,0,0,1,0
12252,130000,30,2,3,2,2,0,0,9123,8830,9533,10220,10353,10636,0,1000,1000,600,600,400,1,0,1,1,0,0,0,0,0,1,0
12253,30000,21,1,2,0,0,0,0,33300,30920,31889,30278,26220,29968,0,2326,11406,524,6284,598,1,0,1,1,0,0,0,0,0,1,0
12254,10000,21,2,0,0,0,0,0,9917,8660,9756,8560,780,0,1400,1800,1300,800,0,1900,1,0,1,0,1,0,0,0,0,1,0
12255,20000,22,0,0,2,2,2,2,4400,4883,2829,3920,1997,1317,4500,0,1700,0,100,0,1,0,1,0,1,0,0,0,0,1,0
12256,50000,23,2,2,2,2,2,2,44609,44579,46573,47510,48425,49502,1000,3000,2000,2000,2000,0,1,0,1,1,0,0,0,0,0,1,0
12257,30000,23,2,0,0,0,0,0,27216,28420,27929,28920,27997,28378,3003,1482,1703,1001,1500,1845,1,0,1,0,1,0,0,0,0,1,0
12258,30000,23,2,2,2,2,2,2,12376,13475,12973,15144,14603,15767,1600,0,2700,0,1400,0,1,0,1,0,1,0,0,0,0,1,0
12259,30000,23,0,0,0,0,0,0,20059,21061,22092,23104,23420,24045,1641,1672,1684,1000,1000,1000,1,0,1,0,1,0,0,0,0,1,0
12260,30000,23,0,0,0,0,0,0,14544,15597,16641,17659,18066,18775,1300,1300,1300,700,1000,1000,1,0,1,1,0,0,0,0,0,1,0
12261,130000,24,0,0,0,0,0,0,114466,106911,106971,57434,58593,60504,4600,4500,2802,2050,2800,2300,1,0,1,0,0,1,0,0,0,1,0
12262,230000,24,0,0,0,0,0,0,1993,2360,0,0,4135,814,2360,0,0,4135,0,2294,1,0,1,0,1,0,0,0,0,1,0
12263,80000,25,0,0,2,2,2,0,36841,39645,40713,41153,40036,40778,3900,2000,1575,0,1700,3700,1,0,1,0,1,0,0,0,0,1,0
12264,150000,25,0,0,0,2,2,0,2784,0,594,594,0,0,0,594,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
12265,140000,24,2,2,2,0,0,0,38661,42699,41739,43730,45687,46796,5000,0,3000,3000,2000,4093,1,0,1,0,1,0,0,0,0,1,0
12266,30000,24,2,2,0,0,0,0,23905,23244,23578,25871,26143,26724,0,2000,3000,1000,1000,3500,1,0,1,1,0,0,0,0,0,1,0
12267,210000,25,0,0,0,0,0,0,118408,120176,118191,104908,95946,118796,8600,5000,4000,3000,29066,5000,1,0,1,0,0,1,0,0,0,1,0
12268,30000,23,2,0,0,0,0,0,25366,26554,27435,28270,28632,30193,2000,2000,2000,1500,2400,1100,1,0,1,1,0,0,0,0,0,1,0
12269,50000,23,2,0,0,0,0,0,32847,29705,15445,16782,16960,17208,1941,1263,1600,754,671,831,1,0,1,0,0,1,0,0,1,0,0
12270,50000,24,2,2,2,2,2,2,41500,39938,41688,45625,45907,44662,0,2700,4960,1700,0,3000,1,0,1,0,1,0,0,0,0,1,0
12271,50000,23,1,0,2,0,0,0,-69,7721,3079,7095,7237,6446,7790,0,4095,245,234,266,1,0,1,1,0,0,0,0,0,1,0
12272,50000,23,2,0,0,0,0,0,49316,49061,47209,47471,21571,19005,4044,2138,1400,431,380,772,1,0,1,1,0,0,0,0,0,1,0
12273,30000,23,0,0,0,0,0,0,28767,27567,28638,28818,29439,17685,1749,1820,1000,621,354,0,1,0,1,0,1,0,0,0,0,1,0
12274,80000,27,0,0,0,0,0,0,54184,24393,25924,16558,17280,17652,1500,2000,1300,1000,650,1000,1,0,1,0,0,1,0,0,0,1,0
12275,140000,26,2,2,2,2,2,2,118425,120970,123141,124622,125865,128479,6000,5600,5000,4800,4800,4700,1,0,1,0,1,0,0,0,0,1,0
12276,80000,26,0,0,0,0,0,0,77760,79248,120697,60989,41023,42663,3100,4700,4800,1200,3260,2000,1,0,1,0,1,0,0,0,0,1,0
12277,80000,24,2,0,0,0,0,0,79434,80246,80167,60201,47850,48698,3100,2650,2065,1850,1756,2100,1,0,1,1,0,0,0,0,0,1,0
12278,30000,25,1,3,2,0,0,0,14717,14190,12900,11006,5584,5268,0,0,2046,0,0,0,1,0,1,1,0,0,0,0,0,1,0
12279,60000,25,0,0,0,0,0,0,34992,36106,37220,38253,39369,36592,2000,2000,2000,2000,1400,1400,1,0,1,0,1,0,0,0,0,1,0
12280,20000,24,0,0,0,0,2,0,15451,16789,18203,19602,16121,15321,1600,2000,4000,0,1500,2000,1,0,1,1,0,0,0,0,0,1,0
12281,90000,25,0,0,0,2,0,0,103541,100190,99522,89674,10874,0,5000,8500,0,217,0,10610,1,0,1,0,1,0,0,0,0,1,0
12282,50000,26,2,2,2,2,2,2,33457,34504,35447,36061,36571,35850,1900,1800,1500,1400,0,3000,1,0,1,0,0,1,0,0,0,1,0
12283,140000,27,1,0,0,0,0,0,0,2051,446,0,0,0,2051,446,0,0,0,1593,1,0,1,1,0,0,0,0,0,1,0
12284,30000,25,0,0,2,2,2,2,23657,26568,27456,27915,27185,28806,3300,1600,1200,0,2200,0,1,0,1,0,1,0,0,0,0,1,0
12285,30000,24,0,0,0,0,0,0,23729,27889,29500,29639,27546,6718,10000,2061,1200,551,0,0,1,0,1,0,1,0,0,0,0,1,0
12286,80000,26,0,0,0,0,0,0,390,390,390,0,780,0,390,390,0,780,0,0,1,0,1,0,1,0,0,0,0,1,0
12287,160000,27,1,0,0,0,0,0,0,11700,12829,10801,10351,3366,11700,12014,8000,5000,0,1263,1,0,1,1,0,0,0,0,0,1,0
12288,80000,27,1,2,2,2,2,0,3970,1603,3740,2000,0,2096,0,2191,0,0,2096,0,1,0,1,0,1,0,0,0,1,0,0
12289,230000,30,0,2,0,0,0,0,2374,2165,2154,1966,1966,1966,0,2154,1966,1966,1966,177,1,0,1,0,1,0,0,0,0,1,0
12290,130000,26,2,2,2,2,0,0,5169,6228,6065,3489,3489,1163,1300,1250,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
12291,240000,29,2,0,0,2,0,0,32870,34015,38257,37607,40924,43546,2000,5000,0,4000,3000,10000,1,0,1,1,0,0,0,0,0,1,0
12292,240000,28,2,2,2,0,0,0,242837,246989,204769,62670,10408,10848,10000,0,2806,500,562,303,1,0,1,0,0,1,0,0,0,1,0
12293,20000,24,2,0,0,0,0,0,18466,15946,16327,17970,18819,16642,1500,1500,2000,1000,1000,1000,1,0,1,1,0,0,0,0,0,1,0
12294,80000,27,0,0,0,0,0,0,77039,78746,79757,40498,29212,29621,2984,2449,1612,798,1307,359,1,0,1,0,1,0,0,0,1,0,0
12295,150000,27,0,3,2,0,0,0,942,616,290,326,740,17481,0,0,362,740,17481,1000,1,0,1,1,0,0,0,0,0,1,0
12296,100000,27,0,0,0,0,0,0,40576,41876,42699,44020,44588,45521,1977,1800,2032,1600,1652,1734,1,0,1,1,0,0,0,0,0,1,0
12297,50000,23,0,0,0,0,0,0,5215,6232,7251,8326,9184,10031,1106,1125,1200,1000,1000,1000,1,0,1,0,1,0,0,0,1,0,0
12298,70000,30,2,2,2,2,2,2,55352,56448,57550,58008,58957,60367,2600,2600,2000,2500,2500,2400,1,0,1,0,0,1,0,0,1,0,0
12299,110000,29,0,0,0,0,0,0,105102,107388,106805,107608,108643,109689,5289,3875,3830,4000,4000,5000,1,0,1,1,0,0,0,0,0,1,0
12300,20000,27,2,2,0,0,0,0,17311,0,0,0,4599,4779,0,0,0,4599,700,0,1,0,1,0,1,0,0,0,0,1,0
12301,100000,26,2,2,0,0,0,0,88728,86405,88636,83516,39871,39626,0,3639,2347,3901,1327,530,1,0,1,0,1,0,0,0,0,1,0
12302,200000,23,0,0,0,0,0,0,61650,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
12303,120000,28,0,0,0,0,0,0,50477,52632,55282,56878,57948,59179,3500,4000,3500,2500,2200,2200,1,0,1,1,0,0,0,0,0,1,0
12304,300000,28,0,0,0,0,0,0,14033,6500,1477,0,0,1346,6520,1477,0,0,1346,0,1,0,1,1,0,0,0,0,0,1,0
12305,140000,28,0,0,3,2,2,0,47547,55621,54174,54599,53124,54393,9532,0,1900,0,2124,2427,1,0,1,1,0,0,0,0,0,1,0
12306,80000,25,0,0,0,0,0,0,3525,1504,0,2332,4320,0,1654,0,2332,4320,0,0,1,0,1,0,0,1,0,0,1,0,0
12307,240000,30,1,0,0,2,0,0,0,0,7124,6860,2959,6000,0,7124,21,2959,6000,0,1,0,1,0,1,0,0,0,1,0,0
12308,30000,23,2,0,0,0,0,0,25665,26669,28080,28836,28812,29400,1433,1844,1600,576,588,600,1,0,1,1,0,0,0,0,1,0,0
12309,360000,28,0,0,0,0,0,0,-307,-307,-307,-307,-307,-307,0,0,0,0,307,0,1,0,1,0,1,0,0,0,0,1,0
12310,110000,33,2,2,2,2,2,2,24178,25270,24669,26738,27201,26723,1700,0,2700,1100,0,875,1,0,1,1,0,0,0,0,1,0,0
12311,140000,26,0,0,0,0,0,2,271896,141057,144306,141949,141345,136379,14000,7200,19000,10400,0,4931,1,0,1,0,1,0,0,0,0,1,0
12312,80000,27,0,0,0,0,0,0,45198,45572,40910,40969,41275,41637,2000,2000,1600,1500,1550,1600,1,0,1,0,1,0,0,0,0,1,0
12313,300000,29,0,0,0,0,0,0,321155,317259,313600,309670,305660,301693,11369,11380,11216,11069,11090,10028,1,0,1,0,1,0,0,0,1,0,0
12314,100000,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
12315,70000,31,2,0,0,0,0,0,68174,68973,69835,66216,30000,30096,3200,3013,2141,1200,1300,1300,1,0,1,0,0,1,0,0,0,1,0
12316,220000,28,0,0,0,0,0,0,3700,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
12317,100000,24,3,2,2,2,2,2,81601,79689,85389,83121,88304,90746,0,7000,0,6600,4000,3200,1,0,1,0,1,0,0,0,0,1,0
12318,30000,25,0,0,0,0,0,0,19309,20009,21034,22050,22490,22961,1325,1350,1366,806,834,836,1,0,1,0,1,0,0,0,0,1,0
12319,200000,26,0,0,0,0,2,2,71574,74755,76945,82914,83733,80498,5000,4000,8000,2900,0,5700,1,0,1,1,0,0,0,0,0,1,0
12320,130000,34,2,2,2,2,2,2,28967,30776,33071,32336,34186,34588,2500,3000,0,2600,1000,1500,1,0,1,0,1,0,0,0,1,0,0
12321,120000,44,0,0,0,0,0,0,390,0,780,337,1234,0,0,780,337,1234,0,0,1,0,1,0,1,0,0,0,1,0,0
12322,150000,45,2,2,2,0,0,0,179441,169947,153522,150779,49198,50277,7333,4,4104,15000,2000,2200,1,0,1,0,0,1,0,0,1,0,0
12323,330000,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
12324,30000,49,2,2,2,2,2,2,17667,18577,17991,20182,19560,21241,1500,0,2500,0,2000,0,1,0,1,0,1,0,0,0,0,1,0
12325,390000,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,1,0,1,0,0,1,0,0,0,1,0
12326,130000,43,2,3,2,2,2,2,19690,19085,18491,20579,19950,21625,0,0,2400,0,2000,0,1,0,1,0,0,1,0,0,1,0,0
12327,70000,41,0,0,0,0,0,0,72593,72526,70138,51781,29117,29264,4000,36500,2300,1500,2000,3000,1,0,1,0,1,0,0,0,0,1,0
12328,30000,36,2,2,2,0,0,0,23338,25747,25048,26060,26578,27133,3120,0,1433,951,983,1099,1,0,1,1,0,0,0,0,0,1,0
12329,120000,36,0,0,0,0,0,0,9826,10838,11876,12853,13109,13015,1181,1219,1196,452,460,463,1,0,1,0,0,1,0,0,1,0,0
12330,30000,35,2,3,2,2,2,2,27223,26474,25344,25634,24924,26546,0,2000,1000,0,2026,0,1,0,1,0,1,0,0,0,1,0,0
12331,60000,33,0,0,0,2,0,0,4260,780,390,390,390,390,780,390,0,390,390,2405,1,0,1,0,1,0,0,0,0,0,1
12332,230000,34,2,2,2,2,2,2,186163,190784,195724,198707,201634,205949,9000,9300,7500,7500,7500,7500,1,0,1,1,0,0,0,0,1,0,0
12333,130000,42,2,2,2,0,0,0,130623,131926,128380,126792,103497,96991,6400,0,4535,3900,4300,3700,1,0,1,0,1,0,0,0,1,0,0
12334,50000,39,2,2,2,2,2,0,31063,32051,33239,33571,32732,33416,1800,2000,1171,0,1211,1221,1,0,1,0,0,1,0,0,1,0,0
12335,360000,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
12336,20000,42,0,0,0,0,0,3,6336,7350,8370,9380,10078,10072,1125,1145,1154,852,150,0,1,0,1,0,1,0,0,0,1,0,0
12337,50000,30,0,0,0,0,0,2,25422,26456,27835,29070,30891,54741,1450,1800,2000,2600,0,2020,1,0,1,0,1,0,0,0,1,0,0
12338,70000,30,2,2,2,0,0,2,14232,15398,14866,15611,16753,16343,1700,0,1300,1400,0,1400,1,0,1,0,1,0,0,0,0,1,0
12339,70000,34,2,2,2,2,2,2,43357,44347,43357,46626,47562,48651,2000,0,4000,2000,2000,2000,1,0,1,1,0,0,0,0,0,1,0
12340,40000,44,2,2,2,2,2,2,35515,36176,37490,38726,39795,40230,1550,2200,2170,2001,1601,1602,1,0,1,0,1,0,0,0,0,1,0
12341,130000,47,0,0,0,0,0,0,2317,29,2595,1030,-1121,-2452,3000,3000,1000,897,0,2003,1,0,1,0,1,0,0,0,1,0,0
12342,20000,43,0,0,0,0,0,0,16510,17770,16432,16174,16499,12882,1558,1286,1204,529,467,544,1,0,1,0,1,0,0,0,1,0,0
12343,140000,25,1,0,0,0,0,0,-74,-770,-1466,522,142,-554,0,0,3000,0,0,0,1,0,1,1,0,0,0,0,0,1,0
12344,30000,43,2,0,0,0,0,0,30346,29885,20453,16076,15844,15785,1702,1531,1544,702,724,557,1,0,1,0,0,1,0,0,1,0,0
12345,330000,42,0,0,0,0,0,0,565,20650,15360,0,12923,1816,20650,15360,0,12923,1816,17050,1,0,1,1,0,0,0,0,0,1,0
12346,260000,29,2,2,0,0,0,0,792,396,396,396,792,396,0,396,396,792,0,396,1,0,1,1,0,0,0,0,0,1,0
